Rumor,Lable,sentiment
"Hitler Never Took A Salary: Liberals Attack Trump For Donating Salary to Combat #CoronaVirus.
","political/bias
",
"Ladies and Gentlemen, let me introduce you to one of the many faces of the violent Left.
","political/bias
",
"#coronavirus news Trump Donates Entire Quarterly Salary To Combat Coronavirus.
","political/bias
",
"Lewis Morris: Too Much Economic Dependency on China — The Patriot Post.
","political/bias
",
"Iran is bungling coronavirus as Supreme Leader tells populace it may be a blessing.
","political/bias
",
"Finger-Licking Gross: Bloomberg Spreads Saliva All Over Buffet During Coronavirus Outbreak.
","political/bias
",
"Youre gonna hate this Holger....But I am betting you already know this.
","political/bias
",
"Media Editors: Video: Chinas Not the Only One Lying About the Coronavirus — The Patriot Post.
","political/bias
",
"Coronavirus Not A Crisis. Are Media Spreading Panic To Get Trump? Yes they are trying to wr…
","political/bias
",
"By RHarrington ...following protocols come from James Robb, MD. .…
","political/bias
",
"UH OH: Amazon Worker Tests Positive For Coronavirus.
","political/bias
",
"Pope Francis Reportedly Tests Negative for Coronavirus #.
","political/bias
",
"Should we be short selling Amazon stock? UH OH: Amazon Worker Tests Positive For Coronavirus.
","political/bias
",
"SUPPLY CHAIN: COVID-19 is exposing dangerous flaws in how we make and prescribe drugs. “Some 80 pe…
","political/bias
",
"How is this woman still in office?
","political/bias
",
"Trump in a time of coronavirus.
","political/bias
",
"....make the effort now to be especially kind and compassionate.
","political/bias
",
"Trump in a time of coronavirus - Palmer Report.
","political/bias
",
"Professor Anthony Hall: We Need Free Speech on Coronavirus #coronavirus #CoronaOutbreak #CoronaAlert.
","political/bias
",
"Trump Donates Entire Quarterly Salary To Combat Coronavirus #news #politics #opinion.
","political/bias
",
"Just do it. Your soul will thank me! Trump in a time of coronavirus.
","political/bias
",
"Coronavirus Doesnt Change Good Economic Policy #AAG #AAG2020.
","political/bias
",
"Iran is bungling coronavirus as supreme leader tells populace it may be a blessing.
","political/bias
",
"IT’S OFFICIAL: Chinese Scientists Find Genetic Explanation For Coronavirus Discriminating By Race - Lance Welton.
","political/bias
",
"CORONAVIRUS: Cayman Government Suspends Non-Essential Official Travel. “We know that the coronav…
","political/bias
",
"8 Developments in the ⁦Administrations Response to Coronavirus 👍.
","political/bias
",
"Sign Of The Apocalypse as Pandemic Coronavirus Delays Baby Yoda Toys #Culture.
","political/bias
",
"#FinishTheWall and protect America from #coronavirus #AmericaFirst.
","political/bias
",
"We must stop importing medication from China.
","political/bias
",
"NEVER LET A CRISIS GO TO WASTE: Pelosi’s ‘Dirty Little Secret?’ She Held Back Coronavirus Fund…
","political/bias
",
"Instapundit » » CORONAVIRUS UPDATE: United Airlines Cuts U.S., International Flights in Response to Coronavirus: A…
","political/bias
",
"What We Dont Know About the Coronavirus Is What Scares Us #WorksandDays.
","political/bias
",
"OF COURSE THEY ARE: The Rich Are Preparing for Coronavirus Differently….
","political/bias
",
"Coronavirus Doesn’t Change Good Economic Policy.
","political/bias
",
"Run for your lives! Run for your lives! #coronavirus #COVID19.
","political/bias
",
"🤔 this is why we need border security! #Coronvirus #CoronaAlert #COVID19 #COVIDー19 #ThursdayMotivation.
","political/bias
",
"Democrat Monday Morning Quarterbacks on Coronavirus.
","political/bias
",
"Report: Trump Reveals Obama-Era Rules Are Delaying Coronavirus Testing.
","clickbait
",
"ER Doctor: 98 to 99 Percent Of Coronavirus Victims ‘Are Going To Do Very, Very Well’.
","political/bias
",
"Make no mistake - this president is going to get people killed on their home turf by his re…
","political/bias
",
"Why Weve Got to Get the Coronavirus Response Right #AAG #AAG2020.
","political/bias
",
"Trump Says He Has a Hunch WHO Death Rate for Coronavirus Is Wrong News and Politics - on.
","political/bias
",
"It is actually on the decline.
","political/bias
",
"Do You Know All Coronavirus Victims Appear To Be Chinese? Thought Not!
","political/bias
",
"Democrat Monday Morning Quarterbacks on Coronavirus - American Thinker.
","political/bias
",
"Health officials dont seem to be too worried about coronavirus.... 🤔.
","political/bias
",
"We Must Stop Importing Medication From China.
","political/bias
",
"Goodness! #coronavirus #CoronavirusUSA #USA.
","political/bias
",
"There will be a coronavirus-induced downturn — and a recovery.
","political/bias
",
"No More Bat Soup: Coronavirus Epicenter Hubei Bans Eating of Wild Animals #hubei #wuhan #coronavirus #COVIDー19.
","political/bias
",
"There will be a coronavirus-induced downturn — and a recovery By Eric Georgatos.
","political/bias
",
"Who Made Coronavirus? Was It the U.S., Israel or China Itself? Unknown Unknowns.
","political/bias
",
"There will be a coronavirus-induced downturn — and a recovery So…adversity does not necessi…
","political/bias
",
"Mitt Romney accused Trump of being unprepared for possible coronavirus outbreak.
","clickbait
",
"New on MoA: Coronavirus - Bad Preparation And Propaganda Increase The Onsetting Panic.
","political/bias
",
"Three Reasons Coronavirus Fears Are Overblown.
","political/bias
",
"Economy Adds 273,000 Jobs as Coronavirus Brings New Uncertainty.
","political/bias
",
"SET ASIDE THE SERIOUS NEWS FOR A FEW MINUTES: Florida Man Friday: Did Someone Say Corona?…
","political/bias
",
"Yellows are more susceptible to virus. Might take out some of those here.
","political/bias
",
"Here’s the thing about the coronavirus and the 2020 election.
","political/bias
",
"Trump lashes out at Obama—blames him for slow response to coronavirus in U.S.
","clickbait
",
"Coronavirus Shows Government Paid Leave A Bad Fit for Workers Needs #AAG #AAG2020.
","political/bias
",
"Coronavirus: CNBC Editor Apologizes For Proposing Mass-Infections To Protect Health Of Mark…
","political/bias
",
"CORONAVIRUS ROUNDUP: SXSW is canceled over coronavirus concerns. Virus cases top 100,000 in 90 co…
","political/bias
",
"Three Reasons Coronavirus Fears Are Overblown The Daily Wire.
","political/bias
",
"Corona Should Have Boosted Bernie’s Chances.
","political/bias
",
"By Eric Georgatos There will be a coronavirus-induced downturn — and a recovery.
","political/bias
",
"Fact check: False.
","political/bias
",
"Instapundit » THE NEWS ISN’T ALL BAD: Former Hostage Taker Of US Diplomats Dies Of Coronavirus In Iran.
","political/bias
",
"Instapundit » UNCERTAINTY: Experts unsure if ‘cured’ COVID-19 patients are reinfected or relapsed.
","political/bias
",
"The Man Shuts Down SXSW Amid Growing Coronavirus Fears #NewsandPolitics.
","political/bias
",
"The U.S. Has the Lowest Per Capita Coronavirus Infection Rate.
","political/bias
",
"Albany’s Dead-Of-Night Coronavirus Vote Gives Cuomo Sweeping New Emergency Powers Cuomo did…
","political/bias
",
"BREAKING: The Chinese Hotel Used To Quarantine Coronavirus Victims Collapses…People Are Trapped Inside.
","political/bias
",
"Momento Mori – Unpopular Thoughts on Corona Virus.
","political/bias
",
"Sacramento Police Order People to Stay Inside to “Enforce Health Officer’s Order” on Coronavirus.
","political/bias
",
"CORONAVIRUS: New CDC guidance says older adults should ‘stay at home as much as possible’ due to coronavirus.
","political/bias
",
"Sacramento Police Order People to Stay Inside to ""Enforce Health Officers Order"" on Coronavirus.
","political/bias
",
"BREAKING: CPAC 2020 Attendee Tests Positive for Coronavirus #NewsandPolitics.
","political/bias
",
"Is There or Is There Not a Shortage of Test Kits for the Coronavirus? #NewsandPolitics.
","political/bias
",
"Mark Alexander: A Coronavirus Reality Check — The Patriot Post.
","political/bias
",
"New York Gov. Cuomo Declares a ‘State Of Emergency’ Amid the Growing Number Of Coronavirus Cases which is now 76.
","political/bias
",
"BREAKING: CPAC 2020 Attendee Tests Positive for Coronavirus, Has Been Quarantined #NewsandPolitics.
","political/bias
",
"CPAC Confirms Attendee At Conservative Conference Where Trump Spoke Has Coronavirus.
","political/bias
",
"Maybe Donald Trump will take coronavirus seriously now that he’s been potentially exposed to it.
","political/bias
",
"Turkey Proves Refugees are a Weapon, So Treat Them Like One - Frontpagemag Very insightful…
","political/bias
",
"Donald Trump has potentially been exposed to coronavirus through his friend Matt Schlapp.
","political/bias
",
"#CoronavirusUSA #Trump speaks at even where a attendee test positive for the virus.
","political/bias
",
"Donald Trump may have infected the entire White House with coronavirus.
","political/bias
",
"Coronavirus Panic: Female Shoppers Caught On Video Brawling Over Last Package of Toilet Paper.
","political/bias
",
"BREAKING CHINESE QUARANTINE HOTEL COLLAPSES (world affairs).
","political/bias
",
"Donald Trump has been stunned into silence after potentially being exposed to coronavirus.
","political/bias
",
"COVID-19, Number Blindness, and the Monolithic Legacy Media News and Politics.
","political/bias
",
"If the Corona Virus has any character, it didnt catch the ""Liar in MF Chief""!😉.
","political/bias
",
"New York Gov. Cuomo Declares ‘State Of Emergency’ Amid Growing Number Of Coronavirus Cases.
","political/bias
",
"Donald Trump has a whole new Mike Pence problem.
","political/bias
",
"Fumbling in the Face of Coronavirus Could Lose Trump the Election #Spengler.
","political/bias
",
"What if Donald Trump really does have the coronavirus?
","political/bias
",
"QUARANTINE: New Japan Coronavirus Travel Restrictions Effective March 9, 2020. “Foreign nationals,…
","political/bias
",
"An infectious disease doctor has a message about the real epidemic out there.
","political/bias
",
"Will Trump unleash coronavirus bailouts?
","political/bias
",
"Bill Palmer ✒️ What if Donald Trump really does have the coronavirus⁉️.
","political/bias
",
"BREAKING: Guest Who Attended CPAC Where Trump and Pence Spoke Tests Positive For Coronavirus.
","political/bias
",
"There is hope. Pls read: Trump in a time of coronavirus.
","political/bias
",
"NYT: I’m Chinese. That Doesn’t Mean I Have Coronavirus. ""Have you ever noticed that a major…
","political/bias
",
"In Italy, 16 Million in Northern Provinces Under Quarantine for Coronavirus #AAG #AAG2020.
","political/bias
",
"President Trump Fires Back At Media: Coronavirus Response Has Been ‘Perfectly Coordinated’ The Daily Wire.
","political/bias
",
"Another one: Leftist Democrat cheers coronavirus as a means of getting rid of elderly climate skeptics.
","political/bias
",
"Left Freaks Out as Pence Prays Over Coronavirus.
","political/bias
",
"There Is a ‘Tipping Point’ Before Coronavirus Kills.
","political/bias
",
"An #infectiousdisease #doctor has a message about the real #epidemic out there - and its not #Coronavirus.
","political/bias
",
"What if Donald Trump really does have the coronavirus? COULDNT HAPPEN TO A NICER GUY!
","political/bias
",
"COVID-19, Number Blindness, and the Monolithic Legacy Media #NewsandPolitics.
","political/bias
",
"Kevin McCarthy Claims Democrats Delayed Vote On Coronavirus Funding So They Could Run Attack Ads.
","political/bias
",
"And you have no idea what your talking about.
","political/bias
",
"Ham-handed government messes up again.
","political/bias
",
"Jackie Speier Demands Trump Cancel Rallies Over Coronavirus, Silent On Democrat Rallies.
","political/bias
",
"Ted Cruz To Undergo Brief Self-Quarantine At Home After Contact With Coronavirus Infected Person.
","political/bias
",
"Donald Trump just learned he’s been potentially exposed to coronavirus. Now he’s canceling events.
","political/bias
",
"‘BDS THIS’: Israel Makes ‘Exciting Breakthrough’ In Race For Coronavirus Vaccine The Daily Wire🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱.
","political/bias
",
"It’s not just Ted Cruz: now a GOP Congressman says he’s also self-isolating because he’s been exposed to coronavirus.
","political/bias
",
"U.S. Response to Covid-19 Coronavirus Moves From Containment to Mitigation. About time.…
","political/bias
",
"The Stigma of Coronavirus? - Frontpagemag.
","political/bias
",
"Coronavirus Codswallop -- By the Numbers.
","political/bias
",
"Coronavirus Codswallop -- By the Numbers #RicoTheDems #ArrestThemAllNow #ImpeachObamasJudges #realnews #feedly.
","political/bias
",
"Was the 2020 #Wuhan #Coronavirus an engineered #biological attack on #China by America for geopolitical advantage?
","political/bias
",
"Prayers to and his family. Pray it ends there and doesn’t spread anymore. 🙏🏼😷.
","political/bias
",
"Dr. Drew On Coronavirus: Media ‘Hurting People,’ ‘Need To Be Held Accountable’ For Causing Panic.
","political/bias
",
"A viral thread shows how the media have politically weaponized coronavirus.
","political/bias
",
"CHINA CHALLENGE: We Need Hard Decoupling: The coronavirus crisis is underscoring the need to re-ex…
","political/bias
",
"CLAUDIA ROSETT: Why Is the CDC Lowballing Numbers for the Coronavirus?…
","political/bias
",
"Why Is the CDC Lowballing Numbers for the Coronavirus? #TheRosettReport.
","political/bias
",
"Trading In U.S. Markets Briefly Suspended, Global Markets Plunge Over Coronavirus And Oil Price War Fears.
","political/bias
",
"Coronavirus Codswallop -- By the Numbers - American Thinker ⁦.
","political/bias
",
"Leftists mock Ted Cruz for...protecting them from coronavirus.
","political/bias
",
"Dr Drew: Media needs to shut up! 🚨.
","political/bias
",
"The media needs to shut up #nCoV19 #COVID2019 #cdc.
","political/bias
",
"Giddy Libs Mock Ted Cruz, Paul Gosar Over Coronavirus Self-Quarantine #NewsandPolitics.
","political/bias
",
"I forgot I and my people are to blame for EVERYTHING! SHOCKER: Iran Blames America And The Jews For Coronavirus.
","political/bias
",
"Democrat Activist Implies Hillary Would React Faster To Coronavirus Problem Than Trump. James Woods Wrecks That.
","political/bias
",
"This WHO behavior isn’t helpful.
","political/bias
",
"I CERTAINLY HOPE HE’S RIGHT: Coronavirus going to hit its peak and start falling sooner than you th…
","political/bias
",
"MSNBC Panel Gets Excited When Talking About Coronavirus Taking ‘Down Trump’s Presidency’.
","political/bias
",
"BREAKING: Italy Locks Down Entire Country Over Coronavirus Outbreak.
","political/bias
",
"Nancy Pelosi slam dunks Donald Trump after his disastrous press conference.
","political/bias
",
"BREAKING: Trump Makes Major Announcement In Providing Economic Relief For Coronavirus Outbreak The Daily Wire.
","political/bias
",
"Infectious Disease Expert Warns of the Consequences of Needless Coronavirus Panic. …
","political/bias
",
"Will This Coronavirus Outbreak Cause a New Financial Crisis and a Horrifying Economic Collapse?
","political/bias
",
"Donald Trump crashes and burns in disastrous coronavirus press conference.
","political/bias
",
"But you wont believe this because…
","political/bias
",
"Chinese Scientists Find MORE Evidence That Coronavirus (A.K.A. COVID-19) Discriminates By Race.
","political/bias
",
"Donald #Trump was potentially exposed to #coronavirus on Air Force One today, by #MattGaetz.
","political/bias
",
"Donald Trump goes off the paranoid delusional deep end as he’s potentially exposed to coronavirus.
","political/bias
",
"It’s a media pile-on.
","political/bias
",
"Ted Cruz Gives Update On His Self-Quarantine Over Coronavirus Precautions.
","political/bias
",
"SHOCKER: Iran Blames America And The Jews For Coronavirus *EvilIranCanTakeAFlyingLeap.
","political/bias
",
"Look at that smirk. What does Ted Cruz know? Something big is about to drop.
","political/bias
",
"Italy in total lockdown... Our military is planning to respond to a a mass outbreak here..…
","political/bias
",
"Dr. Drew on Coronavirus.
","political/bias
",
"Pearl Jam cancels tour, slams Donald Trump administration’s disastrous coronavirus response.
","political/bias
",
"Donald Trump has late night meltdown about his coronavirus test - Palmer Report.
","political/bias
",
"French Megachurch Sees Salvations as Paris Is Hit by Coronavirus — Charisma News.
","political/bias
",
"While the media are riveted by coronavirus, the Greece-Turkey border is exploding.
","political/bias
",
"Donald Trump has psychotic racist meltdown after potentially being exposed to coronavirus.
","political/bias
",
"STOP Hoarding Toilet Paper, You Sick Freaks! TP Will Not Save You From Coronavirus.
","political/bias
",
"COMMUNISTS: As Beijing claims credit for beating coronavirus, Chinese people are outraged: ‘Fake! …
","political/bias
",
"Yellow Journalism: A dishonest claim about Trump storming out on a coronavirus question.
","political/bias
",
"Limbaugh: Here’s Why Democrats’ Coronavirus Response Will Backfire.
","political/bias
",
"Major Sports Leagues Impose New Policies Over Coronavirus.
","political/bias
",
"White House Aims to Calm Coronavirus Fears on Economic, Health Fronts.
","political/bias
",
"Coronavirus, 2020 primaries should humble Democrats making predictions about Trump.
","political/bias
",
"New Study Details How Long It Takes Coronavirus Symptoms To Show, How Long To Self-Isolate.
","political/bias
",
"Coronavirus Cruise Ship Patient Held In Isolation Describes Symptoms.
","political/bias
",
"Fitbit Has the Ability to Track Spread of Coronavirus in Real Time.
","political/bias
",
"#Bernie: I would not close the border to protect Americans from coronavirus.
","clickbait
",
"GOP Congressman Paul Gosar goes off the deep end after being quarantined for coronavirus.
","political/bias
",
"Trump Tweet Puts Coronavirus In Perspective #news #politics #opinion.
","political/bias
",
"Coronavirus Shows Government Paid Leave a Bad Fit for Workers Needs.
","political/bias
",
"Kentucky College Closes Over Coronavirus Concerns After 6 People In State Test Positive.
","political/bias
",
"Coronavirus reactions: Nonchalance, concern, fear, and panic - American Thinker.
","political/bias
",
"Leftists mock Ted Cruz for...protecting them from coronavirus - American Thinker.
","political/bias
",
"Hunter Biden To Skip Deposition Over Child Support, Cites Coronavirus Concerns And Pregnant Wife.
","political/bias
",
"Trump Admin Gets Major Insurance Companies To Waive Copays On Coronavirus Testing.
","political/bias
",
"Hunter Biden claims he can’t attend child support deposition because of coronavirus fear.
","clickbait
",
"Trump delivers message as Democrats cheer on coronavirus pandemic, cancellations abound.
","clickbait
",
"And We ALL know the party of hate truly is. They expose themselves and care not. 😑😑.
","clickbait
",
"yeah, please do resign President Trump. I dont know how much more improved economy, tax cuts, slashing pork belly dem spending I can take. I miss the broke-ass Obama days and my near-empty pantry w/ a few Ramen Noodle packs. (disclaimer-post was B.S. 👆).
","clickbait
",
"#Bernie says #Coronavirus shows we need #MedicareforAll, but in the UK, which has fully socialized #healthcare, people sit on waiting lists for #COVID19 tests and treatment until after they recover. We dont need that. #NeverSocialism #MAGA #Trump2020.
","clickbait
",
"Bette Midler falsely suggests Trump has coronavirus: Why should we believe he tested negative.
","clickbait
",
"#Monday #MondayMotivation #MondayMorning #MondayMood #MondayVibes #MondayBlues #MondayThoughts #WuhanVirus #WuhanFlu #Fake #WaPo ‘#conservative’ #JenniferRubin: More #Republicans will #die from #coronavirus.....
","clickbait
",
"Trump tries to bring German-generated coronavirus vaccine to U.S.
","clickbait
",
"Former White House physician appointed by Obama: Trump is saving American lives with response to coronavirus.
","clickbait
",
"Meghan McCain torches ‘national disgrace’ Worldest Tallest Stoned #Stumblebum: #NYC Mayor de Blasio and #millennials for response to #Wuhanvirus.
","clickbait
",
"George Takei urges his Twitter followers to report Trump for ‘stroking racism’ by calling coronavirus the ‘Chinese virus’.
","clickbait
",
"Hey ⁦⁦⁦⁦you sure picked a winner. ⁩ Bashing Melania, Chrissy Teigen Now Unleashes Vulgar Assault on Ivanka Trump Amid Coronavirus Pandemic.
","clickbait
",
"CNN contributor Rick Wilson suggests Melania Trump should ‘be infected’ with coronavirus.
","clickbait
",
"Says who? Him? 😂 ... Politico founder: Coronavirus pandemic marks end of ‘Trumpism’.
","clickbait
",
"Dr. Fauci: Unclear when coronavirus will peak or when life will return to normal.
","clickbait
",
"Actually was the one who was caught sneaking an abortion funding bill in the Coronavirus Bill. She has to look out for her donors so now its revenge time. If only Carol took time to research instead of regurgitating.
","clickbait
",
"Study refutes Pelosi and Biden claims on coronavirus.
","clickbait
",
"Kirstie Alley praises President Trump for his response to coronavirus, liberals lose their minds.
","clickbait
",
"Democrats and Schumer surrendering on Senate coronavirus stimulus bill – The American Mirror.
","clickbait
",
"Mark Cuban eviscerates Chuck Schumer and John Coryn for failed coronavirus stimulus talks: Do your f***ing job.
","clickbait
",
"NYPD precinct commander rousts goods-supplying truckers during Chinese coronavirus pandemic.
","clickbait
",
"Hillary Clinton blasts Trump for his handling of coronavirus outbreak LOL She tried to take credit for handling a Virus that took place BEFORE her term as SOS! Yeah, keep talking, HRC, I do NOT believe a word you say.
","clickbait
",
"Alyssa Milano demands Trump convert his NYC hotels into hospitals for coronavirus patients Why doesnt she open her mansion to become a hospital. Hypocrite.
","clickbait
",
"Why does Senate coronavirus stimulus provide $350 million for migrant and refugee assistance?
","clickbait
",
"President Trump makes press look foolish at coronavirus briefing.
","clickbait
",
"Mexican protesters demand border be closed due to coronavirus—Another Trump win?
","clickbait
",
"SELF RIGHTEOUS! Hollywood Elites Post Ridiculously Tone-Deaf Responses To Coronavirus.
","clickbait
",
"Unhinged Actor Michael Rapaport Goes After Barron Trump in Unthinkably Evil Tirade.
","clickbait
",
"Hillary Clinton hit with backlash over joke about U.S. leading in coronavirus cases: Trump did promise America first.
","clickbait
",
"‘The View’ Goes Off The Rails As Whoopi Goldberg Comes Unglued During Newt Gingrich Interview/ Whoopis Whining Again! Newt Rises Above The BS!!
","clickbait
",
"Actor Michael Rapaport calls for ‘little f***ing Barron Trump’ to be exposed to coronavirus – The American Mirror Michael is acting like a pedophile no respect for children.
","clickbait
",
"Wuhan, China vendor claims if gov’t had addressed coronavirus appropriately, there would be fewer deaths.
","clickbait
",
"President Trump has done the right things to combat coronavirus from Day One.
","clickbait
",
"Report: Local Wuhan residents allege 42K people died from coronavirus, not the 3K China claims.
","clickbait
",
"Trump calls Nancy Pelosi a ‘sick puppy’ after she blames him for coronavirus deaths.
","clickbait
",
"give it a rest... New York Times demands more abortion access during coronavirus pandemic.
","clickbait
",
"Mark Cuban praises Trump: Says he deserves all the credit in the world for handling of coronavirus outbreak.
","clickbait
",
"CNN’s Chris Cuomo tests positive for coronavirus.
","clickbait
",
"Mark Cuban praises Trump: Says he deserves ‘all the credit in the world’ for handling of coronavirus outbreak.
","clickbait
",
"AOC Squad-mate Ayanna Pressley, Elizabeth Warren want racial quotas in coronavirus testing.
","clickbait
",
"Democrats diverted nation when coronavirus was beginning.
","clickbait
",
"WATCH: When coronavirus spreads in Bay Area, will Pelosi blame President Trump?
","clickbait
",
"Why we’ll make it through the coronavirus epidemic.
","clickbait
",
"Congressman Crenshaw blasts Obama senior adviser for ‘vitriol’ making ‘Americans feel awful’ during coronavirus crisis.
","clickbait
",
"#Pelosi tries to personally cash in on #coronavirus.
","clickbait
",
"ISIS issues terrifying coronavirus message to followers: urges them to launch attacks while world is in crisis.
","clickbait
",
"Rush Limbaugh suggests coronavirus deaths are being exaggerated to push radical agendas.
","clickbait
",
"Pelosi Tries To Personally Cash In On Coronavirus.
","clickbait
",
"Report: U.S. Intelligence informs Trump that China ‘intentionally’ lied about coronavirus outbreak.
","clickbait
",
"95 year-old WWII Veteran who beat coronavirus reveals the best way to survive COVID-19 – ‘Have a positive attitude’.
","clickbait
",
"Hispanic Caucus calls for immediate release of ICE detainees due to coronavirus.
","clickbait
",
"Dunb Ass Gay Bitch.
","clickbait
",
"Just another case of this morally bankrupt hag trying to enrich herself off the American taxpayer. Enough is enough #DNCisCorrupt #DrainTheSwamp #NancyPelosiHatesAmericans.
","clickbait
",
"WATCH: Whistleblowers “silenced” by China claim country could have stopped coronavirus spread.
","clickbait
",
"WATCH: Democrat NYC nurses blame Governor Cuomo for New York’s coronavirus chaos: ‘He’s no hero’.
","clickbait
",
"Pelosi and Democrats aren’t happy with Trump’s choice for coronavirus recovery watchdog.
","clickbait
",
"Ted Cruz Obliterates Smug WaPo Reporter Who Tried To Use Coronavirus To Bash President Trump.
","clickbait
",
"FDA chief Hahn brings good news on coronavirus fight.
","clickbait
",
"Coronavirus Task Force asks consumers to avoid grocery stores.
","clickbait
",
"Pelosi tries to personally cash in on coronavirus WOW! first, she cashes in on insider trading now, shes trying to cash in personally from the stimulus bill, highlighting property taxes.
","clickbait
",
"FDA chief Hahn brings good news on coronavirus fight This sounds promising. Dont know if its a cure but as long as it helps us get back to normal, Ill take it.
","clickbait
",
"""You’d think, as real lives are at stake, the conspiracy freaks would give it a rest for a month or two..."" #starsandstripes #Maga #Nypost #Breitbart #Foxnews #Trump #Trump2020 #Oann #Washtimesoped #Regnery #Tuckercarlsontonight #Foxandfriends.
","clickbait
",
"Larry ⁦you do realize unless you’re a Nazi, you just can’t dictate to Americans their FREEDOM OF VOTE CHOICE, so blow it out your arse deranged over-aged buffoon.
","clickbait
",
"Morning Briefing: NY has worst coronavirus day.
","clickbait
",
"Can’t pay for their Secruity poor you...
","clickbait
",
"Comedian Tracy Morgan of ’30 Rock’ defends Trump over coronavirus response: ‘Now is not the time to blame’.
","clickbait
",
"#AlyssaMilano calls for people to ‘stop the #coronavirus gun surge’ after confessing that she owns #guns for #selfdefense.
","clickbait
",
"WATCH: Senator/Physician says hospitals getting paid more to label cause of death as ‘coronavirus’.
","clickbait
",
"WATCH: AOC and Omar call for ‘nationalizing’ healthcare and removing ‘profit motive’ from coronavirus decisions.
","clickbait
",
"U.S. Surgeon General says it’s no coincidence that deadliest coronavirus week yet is happening during Holy Week.
","clickbait
",
"WATCH: Gov. Newsom providing millions of U.S. tax dollars to illegal alien business owners during coronavirus crisis Needs to be treated as a traitor.
","clickbait
",
"Senator Grassley hits Pelosi and Schumer on coronavirus relief bill.
","clickbait
",
"Bill Maher blasts PC people tip-toeing around coronavirus origins: ‘We should blame China’.
","clickbait
",
"Democrats would be okay with people dying from the coronavirus if it means President Trump wont’ get re-elected.
","clickbait
",
"President Trump plays video to reporters showing the media downplaying coronavirus.
","clickbait
",
"Michigan residents protest coronavirus lockdown with ‘Operation Gridlock’.
","clickbait
",
"Pelosi congratulates Democrats for blocking billions in small business coronavirus relief funding.
","clickbait
",
"Alec Baldwin Suggests Coronavirus Is A Good Thing Because It’s Helping The Environment.
","clickbait
",
"Trump calls out Pelosi for deleting video in which she says coronavirus fears ‘unwarranted’.
","clickbait
",
"Bombshell: U.S. Intel says Obama gave millions of dollars to Wuhan lab that produced coronavirus.
","clickbait
",
"Romney is the only Republican senator excluded from new White House Coronavirus Task Force.
","clickbait
",
"Bombshell: U.S. Intel Says Obama Gave Millions Of Dollars To Wuhan Lab That Produced Coronavirus.
","clickbait
",
"Bombshell: U.S. Intel says Obama gave millions of dollars to Wuhan lab that produced coronavirus His administration reportedly funded the lab in 2015.
","clickbait
",
"A Coronavirus Vaccine Could Be Ready by September, Says Oxford Scientists.
","clickbait
",
"Fox News presses Pelosi on her early underplaying of the coronavirus and she responds with false claims.
","clickbait
",
"""In the ongoing fight between some Democrat governors and President Donald Trump, some governors don’t have a leg to stand on. No, that is not an FDR joke..."" #starsandstripes #Maga #Nypost #Breitbart #Foxnews #Trump #Trump2020 #Oann #Washtimesoped.
","clickbait
",
"Governor Cuomo declares NY has reached coronavirus peak.
","clickbait
",
"Conservatives care about the whole person, not just the coronavirus.
","clickbait
",
"NYC mayor asks people to text cops photos of anyone not following coronavirus rules—Twitter user reported Mayor de Blasio.
","clickbait
",
"WATCH: Chris Cuomo’s latest coronavirus stunt shows more fake news peddling.
","clickbait
",
"Since the coronavirus is dominating the news cycles, ICYMI. ... German police thwart planned ISIS attack on U.S. military base.
","clickbait
",
"NEVADA HAS LESS THEN 200 DEAD FROM CORONAVIRUS Las Vegas Mayor Goodman battles with CNN’s Anderson Cooper: ‘Thats really ignorant’.
","clickbait
",
"""We should all be asking these questions: What is the real death rate specifically due to coronavirus?"" #starsandstripes #Maga #Nypost #Breitbart #Foxnews #Trump #Trump2020 #Oann #Washtimesoped #Regnery #Tuckercarlsontonight #Foxandfriends #Foxbusiness.
","clickbait
",
"Nancy Pelosi snaps when confronted about coronavirus relief by CNN’s Jake Tapper: ‘Just calm down’.
","clickbait
",
"President Trump signals possible end to WH coronavirus press conferences with latest tweet.
","clickbait
",
"WATCH: Trey Gowdy concerned with coronavirus overreach, warns it could lead to ‘involuntary’ vaccinations.
","clickbait
",
"Nancy Pelosi snaps when confronted about coronavirus relief by CNNs Jake Tapper: Just calm down.
","clickbait
",
"Willie Nelson signs on to help fans get through coronavirus pandemic.
","clickbait
",
".is the reason why no one takes the media seriously. What a disgrace you are to women Nicolle. Just so you all know, Nicolle doesn’t care if you die as long as it hurts the President. 🤦🏻‍♀️🙄.
","clickbait
",
"GOP Texas Governor Abbott says nation will adjust to coronavirus aftermath just as after 9-11.
","clickbait
",
"Air Force Thunderbirds and Navy Blue Angels Team up for Powerful Coronavirus Tribute by Flying Over U.S.
","clickbait
",
"Crass Democrat college🦨professor blames Trump voters for coronavirus deaths: f*** each/ every Trump supporter “It’s ridiculous to blame Trump supporters for a virus that originated in China and has since spread to countries all over the world”.
","clickbait
",
"This is why the Left is winning. This is who is twisting the minds of our youth. *Crass college professor blames Trump voters for coronavirus deaths: ‘f*** each and every Trump supporter’.
","clickbait
",
"Mississippi mayor faces lawsuit after banning open carry during coronavirus pandemic. ⁦.
","clickbait
",
"Madonna says she’s tested positive for coronavirus antibodies, announces plans to ‘breathe the COVID-19 air’.
","clickbait
",
