Rumor,Lable,sentiment
"The Coronavirus Vaccine as a Source of Dangerous Invasion.
","conspiracy
",Neutral-Neutral
"China Reports 35 New Deaths And 573 New Cases Of Novel Coronavirus.
","unreliable
",Neutral-Neutral
"Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines.
","conspiracy
",Neutral-Neutral
"Interview: Author of US BioWeapons Act Believes The WHO & China Are Lying About The Coronavirus - Activist Post.
","conspiracy
",Neutral-Neutral
"Mark Levin Blasts Dems For Impeachment Amid Coronavirus.
","political/bias
",Neutral-Neutral
"BD Holly 🖋️ The real problem with this coronavirus mess.
","political/bias
",Neutral-Neutral
"Over 60s advised to avoid crowds and public transport over coronavirus fears.
","unreliable
",Neutral-Neutral
"#JackieChan says hes safe from #coronavirus and not under quarantine.
","unreliable
",Neutral-Neutral
"New York Stock Exchange considers shutting its trading floor amid #coronavirus concerns .
","unreliable
",Neutral-Neutral
"ICYMI Chinese Scientists Find Coronavirus Did Not Originate In Wuhan Seafood Market.
","conspiracy
",Neutral-Neutral
"The more you know.
","unreliable
",Neutral-Neutral
"New Coronavirus Cases In California, Oregon, & Washington Suggest Community Spread: Officials.
","conspiracy
",Neutral-Neutral
"Sport world wide under threat from Coronavirus. With many already cancelled or postponed. E…
","unreliable
",Neutral-Neutral
"Heres how theyre preventing the #CoronavirusOutbreak in Afghanistan... You kids dont try this at home 🙄.
","conspiracy
",Neutral-Surprise
"This is great news.... However... By the time this vaccine goes into production, the body…
","unreliable
",Neutral-Neutral
"*chuckles in #Collapsitarian * The Countries Best And Worst Prepared For An Epidemic.
","conspiracy
",Neutral-Neutral
"MAybe the Islamic leaders & should get together and go bowling or something.
","conspiracy
",Neutral-Neutral
"lmao wat.
","unreliable
",Neutral-Neutral
"North Koreas First Confirmed Coronavirus Case Eradicated: Patient Executed.
","conspiracy
",Neutral-Neutral
"Slavoj Zizek: Coronavirus is ‘Kill Bill’-esque blow to capitalism and could lead to reinvention of communism.
","conspiracy
",Neutral-Neutral
"Report: Outbreak of idiocy spreading 10,000 times faster than #Coronavirus vía.
","unreliable
",Neutral-Neutral
"What is this ?
","unreliable
",Neutral-Neutral
"Kim does not f-ck around 😎 North Koreas First Confirmed Coronavirus Patient Shot Dead.
","conspiracy
",Very negative-Anger
"Miles Guo: The global economy will be negative growth, and its not just China! - Gnews.
","unreliable
",Negative-Disgust
"Did Ms. DeLauro happen to mention how Obama handled the H1N1 Epidemic ?
","political/bias
",Neutral-Neutral
"Coronavirus Fears Prompt 200-Foot Surgical Mask To Be Mounted Over Docking Cruise Ship.
","unreliable
",Neutral-Neutral
"China Manufacturing PMIs Crash To Record Low.
","conspiracy
",Neutral-Neutral
"Democrats Demand Open Borders for the Coronavirus Their only hope for victory is infecting America.
","political/bias
",Neutral-Neutral
"And Trump did good to cut these scammers off. WHO is part of the problem.,.
","conspiracy
",Neutral-Neutral
"Travelers appalled by lack of screening at NYC airports amid coronavirus outbreak.
","conspiracy
",Neutral-Neutral
"Here Are The 425 Billion Reasons Why WHO Refuses To Call The Covid-19 Outbreak A ""Pandemic"".
","conspiracy
",Neutral-Neutral
"Not 15 people! #TrumpliedPeopledied #Coronavid19 #CoronaVirusUpdate.
","unreliable
",Negative-Anger
"BUSTED! AGAIN! Democrats Are Lying About Coronavirus, Trump Slashing CDC, And Even the APs Calling Them Out.
","unreliable
",Negative-Anger
"Coalition Unwilling To Address Coronavirus Until It Knows Exactly How Much It Will Cost : #auspol #australiapm.
","unreliable
",Neutral-Neutral
"India Suspends Visas For Iranians To Restrict Possible Spread Of Novel Coronavirus.
","unreliable
",Neutral-Neutral
"Media Using Virus To Take Trump Down.
","unreliable
",Neutral-Neutral
"Trump is considering closing the border with Mexico to control the spread of made-in-China Xivirus.
","unreliable
",Neutral-Neutral
"That was fast. Leave it to the Americans to go big.
","unreliable
",Neutral-Neutral
"Bernie as bad as… coronavirus?! CNN host compares ‘unstoppable’ Sanders to deadly disease (VIDEO).
","unreliable
",Negative-Surprise
"didnt see this coming, but so glad to read..
","political/bias
",Neutral-Neutral
"President Trump misidentifies first patient in US to die from coronavirus - Daily Mail.
","unreliable
",Neutral-Neutral
"First Drug shortage due to Coronavirus US.
","unreliable
",Neutral-Neutral
"Australians panic buying in Coles and grocery stores as coronavirus fears grow - Daily Mail.
","unreliable
",Neutral-Neutral
"#CoronavirusOutbreak #coronavirus as the world #Prayer prays #ashwednesday2020.
","political/bias
",Neutral-Neutral
"Not 15 people! #TrumpliedPeopledied #CoronaVirusUpdate #CoronavirusOutbreak.
","unreliable
",Negative-Anger
"Hes making Xi look like a softie!
","conspiracy
",Negative-Anger
"MN Wow, state of emergency, we are going down the road to medical martial law, losing our r…
","conspiracy
",Negative-Sadness
"The Countries Best And Worst Prepared For An Epidemic #SARSCoV2 #COVID19.
","conspiracy
",Neutral-Neutral
"11 Cases of Coronavirus Found in TEXAS: Planes Trump Ordered Back Landed in California and Texas.
","unreliable
",Neutral-Neutral
"81 percent currently, It always gets worse, before it gets better.
","conspiracy
",Neutral-Neutral
"#Countdown #KiwiSaver #NZvsIND #jacinda.
","unreliable
",Neutral-Neutral
"Chinas economy to grow 15% in Q2 as it recovers from coronavirus – JPMorgan — RT Business News.
","unreliable
",Neutral-Neutral
"Earth to Climate Alarmists: Warming Is Good - American Thinker #NeverLetADeasterGoToWaste #TheBigLie #coronavirus.
","political/bias
",Neutral-Neutral
"Islamitische imams worden met de dag idioter: Afghanistan: Imams say Qur’an verses worn on…
","conspiracy
",Neutral-Neutral
"Coronavirus Deaths, Infections EXPLODE In Iran, Iranian Official Admits Iran Is Lying #Coronavirus (#COVID19).
","political/bias
",Neutral-Neutral
"Government Activates Coronavirus Emergency Plan: Morrison To Head To Hawaii Immediately : #auspol #australiapm.
","unreliable
",Neutral-Neutral
"Washington state declares emergency over coronavirus as CDC warns risk is ‘increasing’.
","unreliable
",Negative-Surprise
"Alex Jones-Infowars - 38% OF AMERICANS REFUSE TO DRINK CORONA BEER DUE TO CORONAVIRUS.
","conspiracy
",Neutral-Neutral
"Coronavirus panic grips California as anxious shoppers stock up on supplies Daily Mail Online.
","unreliable
",Neutral-Neutral
"Professor Warns Coronavirus Similar To Anthrax – China Has Much To Answer!
","unreliable
",Negative-Anger
"#Coronavirus panic grips California as shoppers stock up on supplies.
","unreliable
",Neutral-Neutral
"Just Another Reason To Love Israel…‘In A Few Weeks, We Will Have Coronavirus Vaccine’.
","unreliable
",Negative-Surprise
"NO, Trump Did NOT Call Coronavirus A Hoax…But He Did Dunk On Democrats!
","unreliable
",Negative-Anger
"Its happening Australia also.
","unreliable
",Neutral-Neutral
"Interesting read.
","conspiracy
",Neutral-Neutral
"Bundestag called to suspend Defender-Europe 20 #EU #Germany #Merkel #Coronavirus #Defender20.
","unreliable
",Neutral-Neutral
"Again...Be careful going to these Chinese restaurants hair shops and nail solons they are spitting on everything.
","unreliable
",Neutral-Neutral
"This is no time to panic, but to think strategically. #COVID19 #KAG.
","political/bias
",Neutral-Neutral
"Single nurse, 30, asks China to assign her a boyfriend for helping Wuhan fight coronavirus.
","unreliable
",Neutral-Neutral
"What about our Israeli Friends?
","conspiracy
",Neutral-Neutral
"Passengers can fly to the UK from Italys coronavirus zone without any #health checks #news.
","unreliable
",Neutral-Neutral
"From everything Ive read this is not just cold and flu...this is far more nefarious.
","conspiracy
",Neutral-Neutral
"Of the 35 deaths, only one has been reported to have taken place in Hubei province’s Wuhan city.
","unreliable
",Negative-Surprise
"multiple outbreaks are taking place across the West Coast, up and down California, Oregon and Washington.
","conspiracy
",Neutral-Neutral
"Who is safe?
","unreliable
",Neutral-Neutral
"Ian Brownlee needs to be fired. He put Americans health and lives at risk.
","unreliable
",Neutral-Neutral
"They are so nasty that’s why their virus is spreading.
","unreliable
",Negative-Surprise
"I would like to nominate COVID-19 for all of the environmental awards.
","unreliable
",Neutral-Neutral
"Scientists Discover HIV-Like ""Mutation"" Which Makes Coronavirus Extremely Infectious.
","conspiracy
",Neutral-Neutral
"BIGGEST DROP IN HISTORY: Dow plummets by record 1,190 points as coronavirus panic week drags on — RT Business News.
","unreliable
",Negative-Anger
"MUST MUST WATCH: CORONAVIRUS: THE HIDDEN DANGER REVEALED.
","conspiracy
",Negative-Neutral
"Mongolian President & Entire Delegation Quarantined After China Visit.
","conspiracy
",Neutral-Neutral
"Republic of Ireland confirms its first case of coronavirus Daily Mail Online.
","unreliable
",Neutral-Neutral
"China concerned Western authoritarian government will cover up coronavirus outbreaks.
","unreliable
",Neutral-Neutral
"When decisions are embedded in statutory red tape we can no longer govern our country. Det…
","unreliable
",Neutral-Neutral
"Retired doctors and nurses could be asked to return to NHS under new UK coronavirus battle…
","unreliable
",Neutral-Neutral
"Five Things You Probably Dont Know About the Coronavirus News and Politics.
","political/bias
",Neutral-Neutral
"Pepe Escobar - No Weapon Left Behind: The American Hybrid War on China — Strategic Culture.
","unreliable
",Neutral-Neutral
"Escobar: No Weapon Left Behind - The American Hybrid War On China.
","conspiracy
",Neutral-Neutral
"Did a 1981 Dean Koontz thriller predict the coronavirus outbreak?
","unreliable
",Neutral-Neutral
"RT marklevinshow: The Democrat Party’s radicalism.
","political/bias
",Neutral-Neutral
"China Proves Jimmy Lais Warning Correct, by Arresting Him.
","political/bias
",Neutral-Neutral
"Eurozone crisis: Merkel faces turmoil as Germany forecast to plunge into deep recession.
","unreliable
",Neutral-Neutral
"& their lapdog media lie again. What’s new?
","political/bias
",Neutral-Neutral
"Iran blames Trump for coronavirus, Islamic leaders refuse to suspend Friday prayer gatherings.
","conspiracy
",Neutral-Neutral
"Cher Spreads Fake News Claiming Trump Called Coronavirus A ‘Hoax’ Tea Party.
","unreliable
",Neutral-Neutral
"Health chiefs urge over-60s to avoid crowds.
","unreliable
",Neutral-Neutral
"Greta, where is your mask ?
","unreliable
",Neutral-Neutral
"Democrats Lie About Coronavirus To Attack Trump. Their Policies Could Make Fighting Pandemics More Difficult.
","political/bias
",Neutral-Neutral
"#ICYMI: Hey, coronavirus and the rest of the world, give China a break! — RT #ICYMI with Polly Boiko.
","unreliable
",Neutral-Neutral
"Could Central Bankers Use Coronavirus as the Scapegoat to Deflect Blame for the Next Imminent Global Economic.
","conspiracy
",Neutral-Neutral
"Breaking: First Coronavirus Death Confirmed in U.S. - Comes as four other independent cases…
","conspiracy
",Neutral-Neutral
"Bill Maher Warns Trump ‘Going To Declare Martial Law’ Over Coronavirus - Left believes Trum…
","conspiracy
",Negative-Surprise
"New England Journal of Medicine: Coronavirus Could Be No Worse than Flu - The fatality rate…
","conspiracy
",Negative-Surprise
"Idiocracy: 38% of Americans Refuse To Drink Corona Beer Due To Coronavirus - Do people real…
","conspiracy
",Negative-Surprise
"Coronavirus Reappearing Weeks Later In Discharged Patients - Reinfection may be deadlier th…
","conspiracy
",Neutral-Neutral
"Infowars Reporters 86ed From CPAC – Watch Live - Watch & share this vital broadcast on coronavirus, economy, more.
","conspiracy
",Neutral-Neutral
"Lebanese Students Sprayed With Disinfectant To Prevent Coronavirus - Video shows men with p…
","conspiracy
",Neutral-Neutral
"81% Of South Korean Shincheonji ‘End Of Days Worshippers Test Positive For Coronavirus.
","conspiracy
",Neutral-Neutral
"The Coronavirus 5G Connection and Coverup.
","conspiracy
",Neutral-Neutral
"Its Time To Stop Pretending That In All Of Africa Theres Only 3 Covid-19 Cases.
","conspiracy
",Neutral-Neutral
"Special Ep 29- War Room: Pandemic, Wuhan Coronavirus - Gnews.
","unreliable
",Neutral-Neutral
"Coronavirus: When All Else Fails, Try Reason.
","political/bias
",Neutral-Neutral
"WHO bumps coronavirus threat assessment to ‘very high’ global risk — RT World News.
","unreliable
",Negative-Surprise
"Chinese scientists raised alarm over coronavirus in December.
","unreliable
",Neutral-Neutral
"Pre-season #Cricket action involving Essex in Abu Dhabi under threat due to coronavirus Rea…
","unreliable
",Neutral-Neutral
"The decision comes in the wake of Iran witnessing a massive outbreak of the virus -- Covid-19.
","unreliable
",Neutral-Neutral
"Corona-fear: France bans all mass public gatherings in confined spaces as German, Swiss fairs canceled #.
","unreliable
",Neutral-Neutral
"you are advised to stay at home petal.
","unreliable
",Neutral-Neutral
"Wuhan Corona virus is deadlier than SARS..
","unreliable
",Neutral-Neutral
"Its Habbening.... Washington Declares State Of Emergency After 1st US Death.
","conspiracy
",Neutral-Neutral
"As Virus Spreads Over The Planet Governments Are Slow To React..#coronavirusus.
","political/bias
",Neutral-Neutral
"Rather afraid so...😳😓🧐.
","unreliable
",Negative-Surprise
"COVID-19 Coronavirus: A Fake Pandemic? Who’s Behind It? Global Economic, Social and Geopolitical Destabilization.
","conspiracy
",Neutral-Neutral
"The Shipping Container Industry Has Gamed Out What the Coronavirus May Do. Take a Seat.
","political/bias
",Neutral-Neutral
"Emergency powers maybe introduced by the government regarding the coronavirus.
","unreliable
",Neutral-Neutral
"Coronavirus: The “Cures” Will Be Worse Than the Disease.
","conspiracy
",Neutral-Neutral
"This wont be going away anytime soon.
","conspiracy
",Neutral-Neutral
"Actually, the saudis are telling them not to drink camel pee for coronavirus.
","unreliable
",Neutral-Neutral
"CORONA CRASH 2020: The Real Conspiracy Behind the Globalist Takeover Plot Nice theory. Who…
","unreliable
",Neutral-Neutral
"A lonly scream in an everlasting darkness 😀 #COVID2019 #coronavirus.
","unreliable
",Neutral-Neutral
"#Coronavirus - The Cures Will be Worse Than the Disease.
","conspiracy
",Neutral-Neutral
"‘BDS THIS’ Israel Makes ‘Exciting Breakthrough’ In Race For 🌡🧫🧪🩸Coronavirus Vaccine 🦠🧬💉.
","political/bias
",Neutral-Neutral
